0.000000	0.000000
0.000059	510.351720
0.000096	1020.703440
0.000122	1531.055160
0.000157	2551.758600
0.000185	3827.637900
0.000205	5103.517200
0.000221	6379.396500
0.000235	7655.275800
0.000247	8931.155100
0.000258	10207.034400
0.000268	11482.913700
0.000277	12758.793000
0.000287	14034.672300
0.000295	15310.551600
0.000304	16586.430900
0.000312	17862.310200
0.000321	19138.189500
0.000329	20414.068800
0.000345	22965.827400
0.000360	25517.586000
0.000376	28069.344600
0.000406	33172.861800
0.000435	38276.379000
