-1	0
0	0
0.001316069	1.033500158
0.035789793	1.29967176
0.070263517	1.548457568
0.104737241	1.78075002
0.139210965	1.997419058
0.17368469	2.19931212
0.208158414	2.387254148
0.242632138	2.56204758
0.277105862	2.724472358
0.311579586	2.87528592
0.34605331	3.015223208
0.380527034	3.14499666
0.415000758	3.265296218
0.449474483	3.37678932
0.483948207	3.480120908
0.518421931	3.57591342
0.552895655	3.66327426
0.587369379	3.744273405
0.621843103	3.819465796
0.656316827	3.889383871
0.690790551	3.954537571
0.725264276	4.015414336
0.759738	4.072479106
0.794211724	4.126174321
1	4.405689235
