0.0000000	0.000
0.0000132	4.015
0.0000262	8.030
0.0000392	12.045
0.0000520	16.061
0.0000646	20.076
0.0000772	24.091
0.0000896	28.106
0.0001019	32.121
0.0001140	36.136
0.0001261	40.152
0.0001380	44.167
0.0001497	48.182
0.0001614	52.197
0.0001729	56.212
0.0001844	60.227
0.0001957	64.242
0.0002069	68.258
0.0002179	72.273
0.0002289	76.288
0.0002397	80.303
0.0002504	84.318
0.0002610	88.333
0.0002715	92.348
0.0002819	96.364
0.0002922	100.379
0.0003023	104.394
0.0003124	108.409
0.0003223	112.424
0.0003322	116.439
0.0003419	120.455
0.0003515	124.470
0.0003610	128.485
0.0003704	132.500
0.0003798	136.515
0.0003890	140.530
0.0003981	144.545
0.0004071	148.561
0.0004160	152.576
0.0004248	156.591
0.0004335	160.606
0.0004421	164.621
0.0004506	168.636
0.0004590	172.652
0.0004673	176.667
0.0004756	180.682
0.0004837	184.697
0.0004918	188.712
0.0004997	192.727
0.0005076	196.742
0.0005153	200.758
0.0005230	204.773
0.0005306	208.788
0.0005381	212.803
0.0005455	216.818
0.0005528	220.833
0.0005601	224.848
0.0005672	228.864
0.0005743	232.879
0.0005813	236.894
0.0005882	240.909
0.0005950	244.924
0.0006018	248.939
0.0006084	252.955
0.0006150	256.970
0.0006215	260.985
0.0006279	265.000
0.0006343	269.015
0.0006406	273.030
0.0006467	277.045
0.0006529	281.061
0.0006589	285.076
0.0006649	289.091
0.0006708	293.106
0.0006766	297.121
0.0006823	301.136
0.0006880	305.152
0.0006936	309.167
0.0006992	313.182
0.0007046	317.197
0.0007100	321.212
0.0007154	325.227
0.0007206	329.242
0.0007258	333.258
0.0007309	337.273
0.0007360	341.288
0.0007410	345.303
0.0007459	349.318
0.0007508	353.333
0.0007556	357.349
0.0007604	361.364
0.0007651	365.379
0.0007697	369.394
0.0007742	373.409
0.0007787	377.424
0.0007832	381.439
0.0007876	385.455
0.0007919	389.470
0.0007962	393.485
0.0008004	397.500
0.0008045	401.515
0.0008086	405.530
0.0008127	409.545
0.0008167	413.561
0.0008206	417.576
0.0008245	421.591
0.0008283	425.606
0.0008321	429.621
0.0008358	433.636
0.0008395	437.652
0.0008431	441.667
0.0008467	445.682
0.0008502	449.697
0.0008537	453.712
